"order_id";"order_date";"ship_mode";"segment";"country";"city";"state";"postal_code";"region";"sub_category";"product_id";"cost_price";"list_price";"quantity";"discount_percent";"category_Office Supplies";"category_Technology";"sales";"order_month";"order_day";"order_weekday";"order_hour";"log_sales";"profit"
2293;"2023-04-28 00:00:00";"Standard Class";"Corporate";"United States";"Columbus";"Georgia";31907;"South";"Paper";"OFF-PA-10001166";10;10;2;2;1;0;20;4;28;4;0;3.044522437723423;0
2294;"2023-01-31 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10009;"East";"Phones";"TEC-PH-10000347";0;0;1;2;0;1;0;1;31;1;0;0.0;0
2295;"2023-07-21 00:00:00";"Standard Class";"Corporate";"United States";"Middletown";"Connecticut";6457;"East";"Furnishings";"FUR-FU-10003708";160;180;3;4;0;0;540;7;21;4;0;6.293419278846481;20
2296;"2022-12-20 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Paper";"OFF-PA-10002659";10;10;4;5;1;0;40;12;20;1;0;3.713572066704308;0
2297;"2023-05-28 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Furnishings";"FUR-FU-10000965";210;260;5;4;0;0;1300;5;28;6;0;7.170888478512505;50
2298;"2022-07-31 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Phones";"TEC-PH-10001527";40;40;1;4;0;1;40;7;31;6;0;3.713572066704308;0
2299;"2022-07-15 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Accessories";"TEC-AC-10001838";1250;1400;7;4;0;1;9800;7;15;4;0;9.19023970026918;150
2300;"2023-05-13 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Phones";"TEC-PH-10002597";470;500;4;4;0;1;2000;5;13;5;0;7.601402334583733;30
2301;"2022-07-13 00:00:00";"Standard Class";"Consumer";"United States";"Midland";"Michigan";48640;"Central";"Binders";"OFF-BI-10000756";10;10;3;2;1;0;30;7;13;2;0;3.4339872044851463;0
2302;"2023-11-28 00:00:00";"Standard Class";"Consumer";"United States";"Midland";"Michigan";48640;"Central";"Binders";"OFF-BI-10000546";10;10;4;4;1;0;40;11;28;1;0;3.713572066704308;0
2303;"2023-04-23 00:00:00";"Standard Class";"Corporate";"United States";"Columbus";"Georgia";31907;"South";"Accessories";"TEC-AC-10001142";300;320;4;4;0;1;1280;4;23;6;0;7.155396301896734;20
2304;"2022-07-08 00:00:00";"Second Class";"Home Office";"United States";"Roswell";"Georgia";30076;"South";"Chairs";"FUR-CH-10000785";580;720;4;2;0;0;2880;7;8;4;0;7.9658927350845286;140
2305;"2023-10-06 00:00:00";"Second Class";"Home Office";"United States";"Roswell";"Georgia";30076;"South";"Paper";"OFF-PA-10000474";100;110;3;4;1;0;330;10;6;4;0;5.802118375377063;10
2306;"2023-10-02 00:00:00";"First Class";"Corporate";"United States";"Chicago";"Illinois";60623;"Central";"Bookcases";"FUR-BO-10003441";120;140;2;4;0;0;280;10;2;0;0;5.638354669333745;20
2307;"2022-10-18 00:00:00";"First Class";"Corporate";"United States";"Houston";"Texas";77041;"Central";"Paper";"OFF-PA-10004156";30;30;3;4;1;0;90;10;18;1;0;4.51085950651685;0
2308;"2023-09-24 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10009;"East";"Accessories";"TEC-AC-10001432";350;390;5;3;0;1;1950;9;24;6;0;7.576097340623111;40
2309;"2023-11-22 00:00:00";"First Class";"Home Office";"United States";"Peoria";"Arizona";85345;"West";"Chairs";"FUR-CH-10001394";260;280;1;4;0;0;280;11;22;2;0;5.638354669333745;20
2310;"2022-12-06 00:00:00";"First Class";"Home Office";"United States";"Peoria";"Arizona";85345;"West";"Storage";"OFF-ST-10002370";60;70;4;2;1;0;280;12;6;1;0;5.638354669333745;10
2311;"2023-07-16 00:00:00";"First Class";"Home Office";"United States";"Peoria";"Arizona";85345;"West";"Art";"OFF-AR-10002956";80;90;5;5;1;0;450;7;16;6;0;6.111467339502679;10
2312;"2022-01-10 00:00:00";"First Class";"Home Office";"United States";"Peoria";"Arizona";85345;"West";"Art";"OFF-AR-10001955";20;20;1;5;1;0;20;1;10;0;0;3.044522437723423;0
2313;"2022-02-04 00:00:00";"First Class";"Home Office";"United States";"Peoria";"Arizona";85345;"West";"Storage";"OFF-ST-10001809";190;220;3;3;1;0;660;2;4;4;0;6.493753839851686;30
2314;"2022-03-09 00:00:00";"Standard Class";"Corporate";"United States";"Sioux Falls";"South Dakota";57103;"Central";"Labels";"OFF-LA-10004093";10;10;2;3;1;0;20;3;9;2;0;3.044522437723423;0
2315;"2022-06-21 00:00:00";"Standard Class";"Corporate";"United States";"Sioux Falls";"South Dakota";57103;"Central";"Appliances";"OFF-AP-10002118";400;420;2;2;1;0;840;6;21;1;0;6.734591659972948;20
2316;"2023-10-28 00:00:00";"Standard Class";"Corporate";"United States";"Sioux Falls";"South Dakota";57103;"Central";"Binders";"OFF-BI-10000404";30;40;5;4;1;0;200;10;28;5;0;5.303304908059076;10
2317;"2022-12-24 00:00:00";"Standard Class";"Corporate";"United States";"Sioux Falls";"South Dakota";57103;"Central";"Chairs";"FUR-CH-10003833";170;180;3;2;0;0;540;12;24;5;0;6.293419278846481;10
2318;"2022-03-14 00:00:00";"Standard Class";"Corporate";"United States";"Sioux Falls";"South Dakota";57103;"Central";"Binders";"OFF-BI-10002072";50;60;7;3;1;0;420;3;14;0;0;6.042632833682381;10
2319;"2023-01-30 00:00:00";"Standard Class";"Corporate";"United States";"Sioux Falls";"South Dakota";57103;"Central";"Accessories";"TEC-AC-10003095";350;390;3;3;0;1;1170;1;30;0;0;7.065613363597717;40
2320;"2023-04-11 00:00:00";"First Class";"Consumer";"United States";"Richmond";"Virginia";23223;"South";"Appliances";"OFF-AP-10001563";180;190;4;5;1;0;760;4;11;1;0;6.634633357861686;10
2321;"2023-06-28 00:00:00";"Standard Class";"Corporate";"United States";"Seattle";"Washington";98115;"West";"Accessories";"TEC-AC-10000358";240;270;7;5;0;1;1890;6;28;2;0;7.544861068658458;30
2322;"2023-07-27 00:00:00";"Second Class";"Corporate";"United States";"Henderson";"Kentucky";42420;"South";"Binders";"OFF-BI-10004492";80;90;3;3;1;0;270;7;27;3;0;5.602118820879701;10
2323;"2022-06-26 00:00:00";"Second Class";"Corporate";"United States";"Henderson";"Kentucky";42420;"South";"Binders";"OFF-BI-10001072";60;60;4;2;1;0;240;6;26;6;0;5.484796933490655;0
2324;"2023-11-01 00:00:00";"Second Class";"Corporate";"United States";"Henderson";"Kentucky";42420;"South";"Binders";"OFF-BI-10003707";60;80;5;2;1;0;400;11;1;2;0;5.993961427306569;20
2325;"2022-11-18 00:00:00";"Second Class";"Corporate";"United States";"Henderson";"Kentucky";42420;"South";"Binders";"OFF-BI-10000977";300;360;12;3;1;0;4320;11;18;4;0;8.371242135931933;60
2326;"2023-11-01 00:00:00";"Second Class";"Corporate";"United States";"New York City";"New York";10035;"East";"Binders";"OFF-BI-10002082";70;80;3;5;1;0;240;11;1;2;0;5.484796933490655;10
2327;"2023-06-23 00:00:00";"Second Class";"Corporate";"United States";"New York City";"New York";10035;"East";"Bookcases";"FUR-BO-10004709";50;50;1;2;0;0;50;6;23;4;0;3.9318256327243257;0
2328;"2023-10-17 00:00:00";"Second Class";"Corporate";"United States";"New York City";"New York";10035;"East";"Paper";"OFF-PA-10002365";10;10;2;4;1;0;20;10;17;1;0;3.044522437723423;0
2329;"2022-07-19 00:00:00";"First Class";"Home Office";"United States";"Fort Collins";"Colorado";80525;"West";"Envelopes";"OFF-EN-10004147";10;10;3;2;1;0;30;7;19;1;0;3.4339872044851463;0
2330;"2023-05-11 00:00:00";"Standard Class";"Corporate";"United States";"Philadelphia";"Pennsylvania";19140;"East";"Furnishings";"FUR-FU-10001468";510;550;4;3;0;0;2200;5;11;3;0;7.696667081526462;40
2331;"2022-03-20 00:00:00";"Second Class";"Corporate";"United States";"Los Angeles";"California";90004;"West";"Storage";"OFF-ST-10000642";40;40;2;5;1;0;80;3;20;6;0;4.394449154672439;0
2332;"2023-02-19 00:00:00";"Second Class";"Corporate";"United States";"Los Angeles";"California";90004;"West";"Paper";"OFF-PA-10000380";30;40;5;3;1;0;200;2;19;6;0;5.303304908059076;10
2333;"2022-07-27 00:00:00";"Standard Class";"Consumer";"United States";"Lafayette";"Indiana";47905;"Central";"Paper";"OFF-PA-10004071";260;280;5;4;1;0;1400;7;27;2;0;7.244941546337007;20
2334;"2023-11-07 00:00:00";"Standard Class";"Consumer";"United States";"Lafayette";"Indiana";47905;"Central";"Paper";"OFF-PA-10004971";10;10;1;4;1;0;10;11;7;1;0;2.3978952727983707;0
2335;"2023-08-14 00:00:00";"Standard Class";"Consumer";"United States";"Clarksville";"Tennessee";37042;"South";"Appliances";"OFF-AP-10000696";60;70;6;2;1;0;420;8;14;0;0;6.042632833682381;10
2336;"2022-02-10 00:00:00";"Same Day";"Consumer";"United States";"Fairfield";"Connecticut";6824;"East";"Envelopes";"OFF-EN-10004030";10;10;3;5;1;0;30;2;10;3;0;3.4339872044851463;0
2337;"2023-05-07 00:00:00";"Same Day";"Consumer";"United States";"Fairfield";"Connecticut";6824;"East";"Appliances";"OFF-AP-10000026";390;430;7;3;1;0;3010;5;7;6;0;8.010027528481734;40
2338;"2023-09-16 00:00:00";"Same Day";"Consumer";"United States";"New York City";"New York";10009;"East";"Paper";"OFF-PA-10003936";20;30;4;5;1;0;120;9;16;5;0;4.795790545596741;10
2339;"2022-01-06 00:00:00";"Same Day";"Consumer";"United States";"New York City";"New York";10009;"East";"Paper";"OFF-PA-10004530";40;50;4;2;1;0;200;1;6;3;0;5.303304908059076;10
2340;"2022-03-15 00:00:00";"Standard Class";"Consumer";"United States";"Columbus";"Ohio";43229;"East";"Art";"OFF-AR-10004930";10;10;2;5;1;0;20;3;15;1;0;3.044522437723423;0
2341;"2022-12-07 00:00:00";"Standard Class";"Consumer";"United States";"Warner Robins";"Georgia";31088;"South";"Art";"OFF-AR-10004999";30;40;7;4;1;0;280;12;7;2;0;5.638354669333745;10
2342;"2022-07-27 00:00:00";"First Class";"Home Office";"United States";"Franklin";"Massachusetts";2038;"East";"Furnishings";"FUR-FU-10002501";60;60;5;2;0;0;300;7;27;2;0;5.707110264748875;0
2343;"2023-08-26 00:00:00";"First Class";"Home Office";"United States";"Franklin";"Massachusetts";2038;"East";"Accessories";"TEC-AC-10000358";100;110;3;3;0;1;330;8;26;5;0;5.802118375377063;10
2344;"2023-09-30 00:00:00";"Second Class";"Consumer";"United States";"Chicago";"Illinois";60623;"Central";"Storage";"OFF-ST-10004804";110;120;3;4;1;0;360;9;30;5;0;5.8888779583328805;10
2345;"2023-06-11 00:00:00";"Standard Class";"Home Office";"United States";"Milwaukee";"Wisconsin";53209;"Central";"Appliances";"OFF-AP-10001205";390;490;9;4;1;0;4410;6;11;6;0;8.39185670010494;100
2346;"2023-01-21 00:00:00";"Standard Class";"Consumer";"United States";"San Antonio";"Texas";78207;"Central";"Paper";"OFF-PA-10000659";60;70;5;2;1;0;350;1;21;5;0;5.860786223465865;10
2347;"2022-12-27 00:00:00";"Standard Class";"Consumer";"United States";"San Antonio";"Texas";78207;"Central";"Binders";"OFF-BI-10004141";0;0;2;2;1;0;0;12;27;1;0;0.0;0
2348;"2022-09-09 00:00:00";"Standard Class";"Consumer";"United States";"San Antonio";"Texas";78207;"Central";"Tables";"FUR-TA-10004619";520;560;5;5;0;0;2800;9;9;4;0;7.937731775260109;40
2349;"2022-09-14 00:00:00";"Same Day";"Corporate";"United States";"Los Angeles";"California";90032;"West";"Binders";"OFF-BI-10004187";10;10;6;4;1;0;60;9;14;2;0;4.110873864173311;0
2350;"2023-04-02 00:00:00";"Same Day";"Corporate";"United States";"Los Angeles";"California";90032;"West";"Binders";"OFF-BI-10000632";60;70;2;5;1;0;140;4;2;6;0;4.948759890378168;10
2351;"2023-12-16 00:00:00";"Same Day";"Corporate";"United States";"Los Angeles";"California";90032;"West";"Paper";"OFF-PA-10003724";10;10;2;5;1;0;20;12;16;5;0;3.044522437723423;0
2352;"2022-06-09 00:00:00";"Same Day";"Corporate";"United States";"Los Angeles";"California";90032;"West";"Appliances";"OFF-AP-10002765";70;80;3;3;1;0;240;6;9;3;0;5.484796933490655;10
2353;"2022-03-16 00:00:00";"Same Day";"Corporate";"United States";"Los Angeles";"California";90032;"West";"Art";"OFF-AR-10001868";10;10;6;2;1;0;60;3;16;2;0;4.110873864173311;0
2354;"2022-11-23 00:00:00";"First Class";"Corporate";"United States";"San Francisco";"California";94122;"West";"Bookcases";"FUR-BO-10002545";1350;1550;7;3;0;0;10850;11;23;2;0;9.292012520620208;200
2355;"2022-02-27 00:00:00";"First Class";"Corporate";"United States";"San Francisco";"California";94122;"West";"Binders";"OFF-BI-10002735";120;140;5;4;1;0;700;2;27;6;0;6.55250788703459;20
2356;"2023-10-06 00:00:00";"First Class";"Corporate";"United States";"San Francisco";"California";94122;"West";"Accessories";"TEC-AC-10004864";40;40;1;3;0;1;40;10;6;4;0;3.713572066704308;0
2357;"2022-04-14 00:00:00";"First Class";"Corporate";"United States";"San Francisco";"California";94122;"West";"Machines";"TEC-MA-10000597";190;240;3;5;0;1;720;4;14;3;0;6.580639137284949;50
2358;"2023-03-28 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10024;"East";"Tables";"FUR-TA-10003473";1440;1580;7;3;0;0;11060;3;28;1;0;9.311180686902254;140
2359;"2023-10-08 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10024;"East";"Tables";"FUR-TA-10001950";900;1070;4;4;0;0;4280;10;8;6;0;8.361941906144946;170
2360;"2022-01-23 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10024;"East";"Tables";"FUR-TA-10004175";500;610;3;5;0;0;1830;1;23;6;0;7.5126175446745105;110
2361;"2022-06-19 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10024;"East";"Paper";"OFF-PA-10002960";30;30;7;2;1;0;210;6;19;6;0;5.351858133476067;0
2362;"2023-09-02 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10024;"East";"Paper";"OFF-PA-10000919";140;160;4;3;1;0;640;9;2;5;0;6.46302945692067;20
2363;"2022-12-24 00:00:00";"Standard Class";"Consumer";"United States";"Columbus";"Ohio";43229;"East";"Binders";"OFF-BI-10001553";10;10;5;3;1;0;50;12;24;5;0;3.9318256327243257;0
2364;"2023-02-14 00:00:00";"Standard Class";"Home Office";"United States";"Waynesboro";"Virginia";22980;"South";"Furnishings";"FUR-FU-10004864";110;130;2;5;0;0;260;2;14;1;0;5.564520407322694;20
2365;"2022-09-26 00:00:00";"Standard Class";"Home Office";"United States";"Waynesboro";"Virginia";22980;"South";"Appliances";"OFF-AP-10004540";150;160;2;4;1;0;320;9;26;0;0;5.771441123130016;10
2366;"2022-12-18 00:00:00";"Standard Class";"Home Office";"United States";"Waynesboro";"Virginia";22980;"South";"Binders";"OFF-BI-10004965";40;50;4;2;1;0;200;12;18;6;0;5.303304908059076;10
2367;"2023-03-23 00:00:00";"Second Class";"Consumer";"United States";"Sacramento";"California";95823;"West";"Chairs";"FUR-CH-10001714";100;120;1;5;0;0;120;3;23;3;0;4.795790545596741;20
2368;"2022-03-26 00:00:00";"First Class";"Consumer";"United States";"Clinton";"Maryland";20735;"East";"Paper";"OFF-PA-10002464";20;20;4;4;1;0;80;3;26;5;0;4.394449154672439;0
2369;"2022-10-29 00:00:00";"Standard Class";"Corporate";"United States";"Fairfield";"Ohio";45014;"East";"Furnishings";"FUR-FU-10002298";470;530;6;4;0;0;3180;10;29;5;0;8.064950891749143;60
2370;"2023-05-07 00:00:00";"Standard Class";"Corporate";"United States";"Fairfield";"Ohio";45014;"East";"Art";"OFF-AR-10000315";0;0;2;5;1;0;0;5;7;6;0;0.0;0
2371;"2023-12-20 00:00:00";"Second Class";"Corporate";"United States";"Warwick";"Rhode Island";2886;"East";"Accessories";"TEC-AC-10004353";200;250;4;2;0;1;1000;12;20;2;0;6.90875477931522;50
2372;"2022-10-05 00:00:00";"Second Class";"Corporate";"United States";"Aurora";"Illinois";60505;"Central";"Furnishings";"FUR-FU-10004973";50;60;8;3;0;0;480;10;5;2;0;6.175867270105761;10
2373;"2022-02-26 00:00:00";"Second Class";"Corporate";"United States";"Aurora";"Illinois";60505;"Central";"Fasteners";"OFF-FA-10000936";0;0;1;4;1;0;0;2;26;5;0;0.0;0
2374;"2023-02-07 00:00:00";"Second Class";"Corporate";"United States";"Aurora";"Illinois";60505;"Central";"Paper";"OFF-PA-10001609";20;20;9;5;1;0;180;2;7;1;0;5.198497031265826;0
2375;"2023-02-22 00:00:00";"Second Class";"Corporate";"United States";"Aurora";"Illinois";60505;"Central";"Chairs";"FUR-CH-10000785";220;250;2;2;0;0;500;2;22;2;0;6.2166061010848646;30
2376;"2023-11-24 00:00:00";"Standard Class";"Consumer";"United States";"Smyrna";"Georgia";30080;"South";"Fasteners";"OFF-FA-10000053";10;10;3;3;1;0;30;11;24;4;0;3.4339872044851463;0
2377;"2023-08-02 00:00:00";"Second Class";"Consumer";"United States";"Columbus";"Ohio";43229;"East";"Binders";"OFF-BI-10001718";60;80;4;3;1;0;320;8;2;2;0;5.771441123130016;20
2378;"2023-11-30 00:00:00";"Second Class";"Consumer";"United States";"Columbus";"Ohio";43229;"East";"Supplies";"OFF-SU-10004768";10;10;2;3;1;0;20;11;30;3;0;3.044522437723423;0
2379;"2023-07-30 00:00:00";"Standard Class";"Home Office";"United States";"Thousand Oaks";"California";91360;"West";"Paper";"OFF-PA-10003883";30;30;5;2;1;0;150;7;30;6;0;5.017279836814924;0
2380;"2022-12-02 00:00:00";"Standard Class";"Home Office";"United States";"Lorain";"Ohio";44052;"East";"Fasteners";"OFF-FA-10004248";10;10;2;5;1;0;20;12;2;4;0;3.044522437723423;0
2381;"2022-09-21 00:00:00";"Standard Class";"Home Office";"United States";"Lorain";"Ohio";44052;"East";"Paper";"OFF-PA-10002581";40;50;2;3;1;0;100;9;21;2;0;4.61512051684126;10
2382;"2023-02-21 00:00:00";"Standard Class";"Home Office";"United States";"Lorain";"Ohio";44052;"East";"Furnishings";"FUR-FU-10004848";40;50;7;2;0;0;350;2;21;1;0;5.860786223465865;10
2383;"2022-10-27 00:00:00";"First Class";"Consumer";"United States";"Fresno";"California";93727;"West";"Appliances";"OFF-AP-10002403";150;180;4;2;1;0;720;10;27;3;0;6.580639137284949;30
2384;"2022-04-06 00:00:00";"First Class";"Consumer";"United States";"Fresno";"California";93727;"West";"Art";"OFF-AR-10003087";20;20;9;2;1;0;180;4;6;2;0;5.198497031265826;0
2385;"2023-04-26 00:00:00";"First Class";"Consumer";"United States";"Fresno";"California";93727;"West";"Binders";"OFF-BI-10002026";180;190;4;4;1;0;760;4;26;2;0;6.634633357861686;10
2386;"2022-05-25 00:00:00";"First Class";"Consumer";"United States";"Fresno";"California";93727;"West";"Phones";"TEC-PH-10000141";170;210;4;3;0;1;840;5;25;2;0;6.734591659972948;40
2387;"2023-09-07 00:00:00";"First Class";"Consumer";"United States";"Fresno";"California";93727;"West";"Copiers";"TEC-CO-10000971";410;480;2;3;0;1;960;9;7;3;0;6.8679744089702925;70
2388;"2023-08-28 00:00:00";"First Class";"Consumer";"United States";"San Diego";"California";92105;"West";"Fasteners";"OFF-FA-10001229";10;10;2;5;1;0;20;8;28;0;0;3.044522437723423;0
2389;"2023-12-18 00:00:00";"First Class";"Consumer";"United States";"San Diego";"California";92105;"West";"Binders";"OFF-BI-10002437";20;20;2;4;1;0;40;12;18;0;0;3.713572066704308;0
2390;"2023-05-26 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10009;"East";"Paper";"OFF-PA-10004255";10;10;1;5;1;0;10;5;26;4;0;2.3978952727983707;0
2391;"2023-03-22 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10009;"East";"Paper";"OFF-PA-10001184";40;40;7;4;1;0;280;3;22;2;0;5.638354669333745;0
2392;"2023-04-09 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10009;"East";"Accessories";"TEC-AC-10002637";1390;1620;9;4;0;1;14580;4;9;6;0;9.587474590316285;230
2393;"2022-10-31 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10009;"East";"Furnishings";"FUR-FU-10002878";100;110;4;2;0;0;440;10;31;0;0;6.089044875446846;10
2394;"2022-07-09 00:00:00";"Standard Class";"Consumer";"United States";"Malden";"Massachusetts";2148;"East";"Art";"OFF-AR-10000588";30;40;2;4;1;0;80;7;9;5;0;4.394449154672439;10
2395;"2023-11-24 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10035;"East";"Accessories";"TEC-AC-10002217";40;40;2;4;0;1;80;11;24;4;0;4.394449154672439;0
2396;"2023-04-23 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10035;"East";"Accessories";"TEC-AC-10001267";50;60;2;5;0;1;120;4;23;6;0;4.795790545596741;10
2397;"2023-10-19 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10035;"East";"Paper";"OFF-PA-10004041";30;40;5;2;1;0;200;10;19;3;0;5.303304908059076;10
2398;"2022-04-09 00:00:00";"Second Class";"Consumer";"United States";"San Francisco";"California";94109;"West";"Labels";"OFF-LA-10001613";10;10;2;2;1;0;20;4;9;5;0;3.044522437723423;0
2399;"2022-06-26 00:00:00";"Second Class";"Consumer";"United States";"San Francisco";"California";94109;"West";"Art";"OFF-AR-10000246";20;20;6;3;1;0;120;6;26;6;0;4.795790545596741;0
2400;"2022-04-28 00:00:00";"Standard Class";"Corporate";"United States";"Florence";"South Carolina";29501;"South";"Storage";"OFF-ST-10001809";580;630;7;3;1;0;4410;4;28;3;0;8.39185670010494;50
2401;"2022-05-11 00:00:00";"Standard Class";"Corporate";"United States";"Florence";"South Carolina";29501;"South";"Storage";"OFF-ST-10002214";50;60;5;4;1;0;300;5;11;2;0;5.707110264748875;10
2402;"2022-10-12 00:00:00";"Second Class";"Consumer";"United States";"Springfield";"Missouri";65807;"Central";"Storage";"OFF-ST-10000649";70;90;6;5;1;0;540;10;12;2;0;6.293419278846481;20
2403;"2023-06-07 00:00:00";"Second Class";"Consumer";"United States";"Springfield";"Missouri";65807;"Central";"Envelopes";"OFF-EN-10001990";20;30;5;3;1;0;150;6;7;2;0;5.017279836814924;10
2404;"2023-03-08 00:00:00";"Standard Class";"Corporate";"United States";"Huntsville";"Texas";77340;"Central";"Bookcases";"FUR-BO-10000780";810;960;7;5;0;0;6720;3;8;2;0;8.812992231969966;150
2405;"2022-11-16 00:00:00";"Standard Class";"Consumer";"United States";"Los Angeles";"California";90045;"West";"Accessories";"TEC-AC-10002049";900;1120;9;4;0;1;10080;11;16;2;0;9.218407743053941;220
2406;"2023-09-06 00:00:00";"Standard Class";"Consumer";"United States";"Los Angeles";"California";90045;"West";"Phones";"TEC-PH-10003555";120;130;7;3;0;1;910;9;6;2;0;6.814542897259958;10
2407;"2022-05-04 00:00:00";"Standard Class";"Consumer";"United States";"Los Angeles";"California";90045;"West";"Phones";"TEC-PH-10000702";60;80;10;2;0;1;800;5;4;2;0;6.68586094706836;20
2408;"2023-10-15 00:00:00";"Standard Class";"Consumer";"United States";"San Francisco";"California";94122;"West";"Art";"OFF-AR-10003631";20;20;5;3;1;0;100;10;15;6;0;4.61512051684126;0
2409;"2023-04-23 00:00:00";"Standard Class";"Consumer";"United States";"San Francisco";"California";94122;"West";"Phones";"TEC-PH-10003072";300;360;3;3;0;1;1080;4;23;6;0;6.985641817639208;60
2410;"2022-12-20 00:00:00";"First Class";"Home Office";"United States";"San Francisco";"California";94122;"West";"Furnishings";"FUR-FU-10000758";190;210;8;4;0;0;1680;12;20;1;0;7.427144133408616;20
2411;"2023-08-25 00:00:00";"Standard Class";"Home Office";"United States";"Philadelphia";"Pennsylvania";19120;"East";"Fasteners";"OFF-FA-10000992";10;10;2;2;1;0;20;8;25;4;0;3.044522437723423;0
2412;"2023-07-16 00:00:00";"Second Class";"Corporate";"United States";"Los Angeles";"California";90036;"West";"Binders";"OFF-BI-10004187";10;10;5;4;1;0;50;7;16;6;0;3.9318256327243257;0
2413;"2023-01-09 00:00:00";"Standard Class";"Consumer";"United States";"Los Angeles";"California";90045;"West";"Paper";"OFF-PA-10001947";10;10;2;2;1;0;20;1;9;0;0;3.044522437723423;0
2414;"2022-03-24 00:00:00";"Standard Class";"Consumer";"United States";"Los Angeles";"California";90045;"West";"Tables";"FUR-TA-10002356";540;630;3;2;0;0;1890;3;24;3;0;7.544861068658458;90
2415;"2022-04-02 00:00:00";"Standard Class";"Consumer";"United States";"Milwaukee";"Wisconsin";53209;"Central";"Chairs";"FUR-CH-10001714";650;750;5;5;0;0;3750;4;2;5;0;8.229777750081887;100
2416;"2022-04-26 00:00:00";"Standard Class";"Home Office";"United States";"Holyoke";"Massachusetts";1040;"East";"Bookcases";"FUR-BO-10002824";240;300;2;3;0;0;600;4;26;1;0;6.398594934535208;60
2417;"2023-02-08 00:00:00";"Standard Class";"Corporate";"United States";"Albuquerque";"New Mexico";87105;"West";"Accessories";"TEC-AC-10002842";510;600;5;2;0;1;3000;2;8;2;0;8.006700845440367;90
2418;"2022-07-06 00:00:00";"Standard Class";"Corporate";"United States";"Albuquerque";"New Mexico";87105;"West";"Binders";"OFF-BI-10002082";70;80;3;2;1;0;240;7;6;2;0;5.484796933490655;10
2419;"2023-05-03 00:00:00";"Standard Class";"Corporate";"United States";"Sparks";"Nevada";89431;"West";"Machines";"TEC-MA-10000112";1970;2400;10;4;0;1;24000;5;3;2;0;10.085850775128717;430
2420;"2022-03-12 00:00:00";"Standard Class";"Corporate";"United States";"Coachella";"California";92236;"West";"Storage";"OFF-ST-10002289";60;60;2;3;1;0;120;3;12;5;0;4.795790545596741;0
2421;"2023-01-20 00:00:00";"Standard Class";"Corporate";"United States";"Coachella";"California";92236;"West";"Accessories";"TEC-AC-10004171";100;100;1;5;0;1;100;1;20;4;0;4.61512051684126;0
2422;"2023-10-24 00:00:00";"Standard Class";"Home Office";"United States";"Elmhurst";"Illinois";60126;"Central";"Storage";"OFF-ST-10003656";220;230;3;5;1;0;690;10;24;1;0;6.53813982376767;10
2423;"2023-07-15 00:00:00";"Standard Class";"Home Office";"United States";"Elmhurst";"Illinois";60126;"Central";"Paper";"OFF-PA-10001560";10;10;2;4;1;0;20;7;15;5;0;3.044522437723423;0
2424;"2023-03-18 00:00:00";"Standard Class";"Consumer";"United States";"Fairfield";"Ohio";45014;"East";"Accessories";"TEC-AC-10002473";130;160;7;4;0;1;1120;3;18;5;0;7.02197642307216;30
2425;"2023-02-02 00:00:00";"Standard Class";"Consumer";"United States";"Fairfield";"Ohio";45014;"East";"Binders";"OFF-BI-10000632";10;10;1;3;1;0;10;2;2;3;0;2.3978952727983707;0
2426;"2022-02-07 00:00:00";"Standard Class";"Consumer";"United States";"Fairfield";"Ohio";45014;"East";"Tables";"FUR-TA-10002645";220;270;2;3;0;0;540;2;7;0;0;6.293419278846481;50
2427;"2023-09-01 00:00:00";"Standard Class";"Consumer";"United States";"Fairfield";"Ohio";45014;"East";"Fasteners";"OFF-FA-10002975";30;40;13;3;1;0;520;9;1;4;0;6.255750041753367;10
2428;"2022-06-21 00:00:00";"Standard Class";"Corporate";"United States";"Arlington";"Texas";76017;"Central";"Binders";"OFF-BI-10003784";0;0;4;4;1;0;0;6;21;1;0;0.0;0
2429;"2022-03-07 00:00:00";"Standard Class";"Corporate";"United States";"Arlington";"Texas";76017;"Central";"Binders";"OFF-BI-10001617";10;10;4;2;1;0;40;3;7;0;0;3.713572066704308;0
